1-Name;2-Manufacturer;3-Camera Model;4-Year;5-Camera Type;6-F-number;7-ISO;8-Aperture;9-Exposure;10-MegaPixels;11-RAWsize;12-Focallength;13-Focallength Eq. 35Mm;14-cropFactor;15-Sensor size;16-Sensor Size (mm);17-pixel pitch (um);18-Pixel Density (MP/cm2);19-Sensor Model;20-Demosaicing algorithm;21-USM / DEN order;22-Sharpenning;23-Denoising;24-Resizing;25-ImageSize;26-JPEG Compression
23800.NEF;Nikon;D5600 (Lens #1);2016;DSLR;5.6;11400;5.6;1/100;24.2;6016x4016;55.0;82.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;DCB2;1;USM ON,1.50,204.00;DENOISE ON,24.00,45.00;RESIZE ON_WITH_CROP,BICUBIC,1.19326;640x1024;100
23900.NEF;Nikon;D5600 (Lens #1);2016;DSLR;5.6;1000;5.6;1/100;24.2;6016x4016;55.0;82.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.52289;1024x1024;95
24000.NEF;Nikon;D5600 (Lens #2);2016;DSLR;4.8;3200;4.8;1/60;24.2;6016x4016;116.0;174;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;IGV;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.73096;640x720;80
24100.NEF;Nikon;D5600 (Lens #2);2016;DSLR;5.6;400;5.6;1/125;24.2;6016x4016;55.0;82.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;IGV;1;USM ON,0.64,218.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.12774;640x512;95
24200.NEF;Nikon;D5600 (Lens #2);2016;DSLR;5;720;5;1/250;24.2;6016x4016;145.0;217.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;DCB2;0;USM OFF,0.00,0.00;DENOISE ON,94.00,28.00;RESIZE ON_ALONE,BICUBIC,0.17964;1024x720;75
24300.NEF;Nikon;D5600 (Lens #2);2016;DSLR;5;100;5;1/1000;24.2;6016x4016;55.0;82.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;AMaZE;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;640x512;97
24400.NEF;Nikon;D5600 (Lens #2);2016;DSLR;5;140;5;1/250;24.2;6016x4016;135.0;202.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;Fast;1;USM ON,1.46,37.00;DENOISE ON,24.00,17.00;RESIZE CROP_ONLY,NONE,0.00000;640x512;100
24500.NEF;Nikon;D5600 (Lens #2);2016;DSLR;7.1;400;7.1;1/160;24.2;6016x4016;55.0;82.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;AMaZE;0;USM ON,1.62,255.00;DENOISE ON,43.00,19.00;RESIZE ON_ALONE,BICUBIC,0.25549;1024x1024;80
24600.NEF;Nikon;D5600 (Lens #2);2016;DSLR;5.3;100;5.3;1/320;24.2;6016x4016;160.0;240;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.49622;640x512;95
24700.NEF;Nikon;D5600 (Lens #2);2016;DSLR;5.6;100;5.6;1/320;24.2;6016x4016;200.0;300;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;AMaZE;1;USM ON,0.44,99.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;512x720;85
24800.NEF;Nikon;D5600 (Lens #2);2016;DSLR;4;12800;4;1/8;24.2;6016x4016;55.0;82.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;IGV;0;USM ON,1.87,150.00;DENOISE ON,65.00,2.00;RESIZE ON_ALONE,NEAREST,0.17964;720x640;100
24900.NEF;Nikon;D5600 (Lens #2);2016;DSLR;5;100;5;1/640;24.2;6016x4016;55.0;82.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;AMaZE;1;USM ON,1.14,226.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.92106;1024x640;100
25000.NEF;Nikon;D5600 (Lens #2);2016;DSLR;5;220;5;1/100;24.2;6016x4016;55.0;82.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;Fast;1;USM ON,1.06,192.00;DENOISE ON,97.00,6.00;RESIZE CROP_ONLY,NONE,0.00000;720x1024;98
25100.NEF;Nikon;D5600 (Lens #2);2016;DSLR;5.6;400;5.6;1/500;24.2;6016x4016;200.0;300;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;AMaZE;1;USM ON,0.78,248.00;DENOISE ON,91.00,31.00;RESIZE ON_WITH_CROP,LANCZOS,0.76152;720x1024;97
25200.NEF;Nikon;D5600 (Lens #2);2016;DSLR;4;450;4;1/60;24.2;6016x4016;55.0;82.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;AMaZE;1;USM ON,1.01,248.00;DENOISE ON,32.00,42.00;RESIZE ON_ALONE,BICUBIC,0.17964;1024x720;80
25300.CR2;Canon;EOS 60D;2010;DSLR;7.1;200;7.1;1/320;17.9;5184x3456;300.0;450;1.5;APS-C;26.82;4.3;5.40833;--;AMaZE;1;USM ON,2.17,198.00;DENOISE ON,54.00,28.00;RESIZE ON_WITH_CROP,LANCZOS,0.94573;1024x1024;80
25400.CR2;Canon;EOS 60D;2010;DSLR;10;100;10;1/250;17.9;5184x3456;22.0;33;1.5;APS-C;26.82;4.3;5.40833;--;AMaZE;1;USM ON,1.53,347.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.46612;512x720;92
25500.CR2;Canon;EOS 60D;2010;DSLR;8;100;8;1/200;17.9;5184x3456;22.0;33;1.5;APS-C;26.82;4.3;5.40833;--;Fast;0;USM OFF,0.00,0.00;DENOISE ON,44.00,37.00;RESIZE ON_WITH_CROP,LANCZOS,0.99785;720x720;80
25600.CR2;Canon;EOS 60D;2010;DSLR;8;100;8;1/160;17.9;5184x3456;20.0;30;1.5;APS-C;26.82;4.3;5.40833;--;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.61300;512x512;80
25700.CR2;Canon;EOS 60D;2010;DSLR;5.6;100;5.6;1/320;17.9;5184x3456;300.0;450;1.5;APS-C;26.82;4.3;5.40833;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,30.00,7.00;RESIZE ON_WITH_CROP,LANCZOS,0.38469;1024x512;98
25800.CR2;Canon;EOS 60D;2010;DSLR;5.6;320;5.6;1/200;17.9;5184x3456;135.0;202.5;1.5;APS-C;26.82;4.3;5.40833;--;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;1024x640;80
25900.CR2;Canon;EOS 60D;2010;DSLR;5;400;5;1/60;17.9;5184x3456;50.0;75;1.5;APS-C;26.82;4.3;5.40833;--;DCB2;1;USM ON,2.04,60.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;512x720;100
26000.CR2;Canon;EOS 60D;2010;DSLR;10;100;10;1/250;17.9;5184x3456;56.0;84;1.5;APS-C;26.82;4.3;5.40833;--;DCB2;1;USM ON,0.72,306.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.14811;512x640;90
26100.CR2;Canon;EOS 60D;2010;DSLR;8;100;8;1/200;17.9;5184x3456;22.0;33;1.5;APS-C;26.82;4.3;5.40833;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,15.00,4.00;RESIZE ON_WITH_CROP,LANCZOS,0.99113;1024x720;97
26200.CR2;Canon;EOS 60D;2010;DSLR;6.3;100;6.3;1/100;17.9;5184x3456;22.0;33;1.5;APS-C;26.82;4.3;5.40833;--;AMaZE;1;USM ON,2.26,149.00;DENOISE ON,6.00,53.00;RESIZE ON_WITH_CROP,BILINEAR,1.01036;640x640;98
26300.CR2;Canon;EOS 60D;2010;DSLR;11;1600;11;1/6;17.9;5184x3456;18.0;27;1.5;APS-C;26.82;4.3;5.40833;--;AMaZE;1;USM ON,1.60,136.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;720x720;98
26400.CR2;Canon;EOS 60D;2010;DSLR;4.5;100;4.5;1/60;17.9;5184x3456;22.0;33;1.5;APS-C;26.82;4.3;5.40833;--;AMaZE;1;USM ON,2.77,213.00;DENOISE ON,15.00,58.00;RESIZE ON_ALONE,BILINEAR,0.20827;720x512;71
26500.CR2;Canon;EOS 60D;2010;DSLR;5.6;200;5.6;1/1600;17.9;5184x3456;300.0;450;1.5;APS-C;26.82;4.3;5.40833;--;DCB2;1;USM ON,2.58,76.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.29621;1024x512;80
26600.CR2;Canon;EOS 60D;2010;DSLR;8;200;8;1/400;17.9;5184x3456;100.0;150;1.5;APS-C;26.82;4.3;5.40833;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.18513;640x720;96
26700.CR2;Canon;EOS 60D;2010;DSLR;5.6;3200;5.6;0.5;17.9;5184x3456;102.0;153;1.5;APS-C;26.82;4.3;5.40833;--;Fast;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.38535;720x720;98
26800.CR2;Canon;EOS 60D;2010;DSLR;10;100;10;1/250;17.9;5184x3456;22.0;33;1.5;APS-C;26.82;4.3;5.40833;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,17.00,36.00;RESIZE CROP_ONLY,NONE,0.00000;640x640;100
26900.CR2;Canon;EOS 60D;2010;DSLR;4;400;4;1/60;17.9;5184x3456;18.0;27;1.5;APS-C;26.82;4.3;5.40833;--;IGV;1;USM ON,0.51,78.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.73188;640x720;97
27000.CR2;Canon;EOS 60D;2010;DSLR;8;100;8;1/200;17.9;5184x3456;70.0;105;1.5;APS-C;26.82;4.3;5.40833;--;DCB2;1;USM ON,0.53,135.00;DENOISE ON,5.00,53.00;RESIZE ON_WITH_CROP,BILINEAR,0.70474;1024x640;80
27100.CR2;Canon;EOS 60D;2010;DSLR;7.1;200;7.1;1/500;17.9;5184x3456;300.0;450;1.5;APS-C;26.82;4.3;5.40833;--;DCB2;1;USM ON,1.09,76.00;DENOISE ON,26.00,33.00;RESIZE ON_WITH_CROP,BILINEAR,0.52896;512x512;95
27200.CR2;Canon;EOS 60D;2010;DSLR;4.5;100;4.5;1/50;17.9;5184x3456;22.0;33;1.5;APS-C;26.82;4.3;5.40833;--;AMaZE;1;USM ON,1.97,45.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.18513;640x720;86
27300.CR2;Canon;EOS 60D;2010;DSLR;9;100;9;1/200;17.9;5184x3456;22.0;33;1.5;APS-C;26.82;4.3;5.40833;--;Fast;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;640x512;96
27400.CR2;Canon;EOS 60D;2010;DSLR;5.6;100;5.6;1/320;17.9;5184x3456;300.0;450;1.5;APS-C;26.82;4.3;5.40833;--;AMaZE;1;USM ON,1.31,253.00;DENOISE ON,30.00,33.00;RESIZE ON_ALONE,LANCZOS,0.18513;640x512;80
27500.CR2;Canon;EOS 60D;2010;DSLR;3.5;200;3.5;1/30;17.9;5184x3456;22.0;33;1.5;APS-C;26.82;4.3;5.40833;--;DCB2;0;USM ON,1.45,249.00;DENOISE ON,38.00,25.00;RESIZE CROP_ONLY,NONE,0.00000;720x1024;100
27600.CR2;Canon;EOS 60D;2010;DSLR;9;100;9;1/400;17.9;5184x3456;106.0;159;1.5;APS-C;26.82;4.3;5.40833;--;Fast;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.73848;720x720;98
27700.CR2;Canon;EOS 60D;2010;DSLR;3.5;1600;3.5;0.3;17.9;5184x3456;22.0;33;1.5;APS-C;26.82;4.3;5.40833;--;DCB2;0;USM OFF,0.00,0.00;DENOISE ON,5.00,29.00;RESIZE CROP_ONLY,NONE,0.00000;512x640;80
27800.CR2;Canon;EOS 60D;2010;DSLR;8;100;8;1/160;17.9;5184x3456;35.0;52.5;1.5;APS-C;26.82;4.3;5.40833;--;AMaZE;1;USM ON,1.04,286.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;512x720;99
27900.CR2;Canon;EOS 60D;2010;DSLR;3.5;1600;3.5;1/10;17.9;5184x3456;22.0;33;1.5;APS-C;26.82;4.3;5.40833;--;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,1.08474;1024x640;94
28000.CR2;Canon;EOS 60D;2010;DSLR;10;100;10;1/250;17.9;5184x3456;22.0;33;1.5;APS-C;26.82;4.3;5.40833;--;Fast;0;USM ON,1.28,300.00;DENOISE ON,46.00,44.00;RESIZE CROP_ONLY,NONE,0.00000;1024x1024;95
28100.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/400;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;DCB2;0;USM OFF,0.00,0.00;DENOISE ON,62.00,34.00;RESIZE ON_ALONE,NEAREST,0.32303;1024x512;96
28200.CR2;Canon;EOS 500D;2009;DSLR;5.6;100;5.6;1/250;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;Fast;0;USM ON,1.97,140.00;DENOISE ON,39.00,50.00;RESIZE ON_WITH_CROP,BILINEAR,0.53320;640x640;85
28300.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/320;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.65732;1024x720;96
28400.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/400;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.63973;720x720;86
28500.CR2;Canon;EOS 500D;2009;DSLR;10;100;10;1/100;15.1;4752x3168;23.0;34.5;1.5;APS-C;26.82;4.69;4.54626;--;AMaZE;1;USM ON,1.78,135.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;1024x512;85
28600.CR2;Canon;EOS 500D;2009;DSLR;4.5;400;4.5;1/40;15.1;4752x3168;33.0;49.5;1.5;APS-C;26.82;4.69;4.54626;--;Fast;0;USM OFF,0.00,0.00;DENOISE ON,19.00,14.00;RESIZE ON_WITH_CROP,BICUBIC,0.45103;720x1024;90
28700.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/400;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;DCB2;1;USM ON,1.11,106.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.93883;1024x512;97
28800.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/320;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,11.00,47.00;RESIZE CROP_ONLY,NONE,0.00000;720x1024;100
28900.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/400;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;IGV;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;512x640;92
29000.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/400;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.85467;720x512;75
29100.CR2;Canon;EOS 500D;2009;DSLR;4.5;100;4.5;1/250;15.1;4752x3168;70.0;105;1.5;APS-C;26.82;4.69;4.54626;--;Fast;0;USM OFF,0.00,0.00;DENOISE ON,38.00,29.00;RESIZE ON_ALONE,BICUBIC,0.22713;720x1024;90
29200.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/800;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;AMaZE;1;USM ON,1.10,139.00;DENOISE ON,85.00,52.00;RESIZE ON_WITH_CROP,LANCZOS,1.21680;640x720;100
29300.CR2;Canon;EOS 500D;2009;DSLR;6.3;1600;6.3;1/250;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;Fast;0;USM OFF,0.00,0.00;DENOISE ON,87.00,36.00;RESIZE ON_ALONE,BILINEAR,0.22713;720x640;90
29400.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/400;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,45.00,35.00;RESIZE ON_ALONE,BICUBIC,0.16151;512x640;80
29500.CR2;Canon;EOS 500D;2009;DSLR;6.3;1000;6.3;1/400;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;Fast;1;USM ON,0.64,226.00;DENOISE ON,60.00,46.00;RESIZE ON_WITH_CROP,NEAREST,0.42025;512x640;100
29600.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/500;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;DCB2;1;USM ON,0.76,123.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,1.18298;512x640;96
29700.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/800;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;640x640;94
29800.CR2;Canon;EOS 500D;2009;DSLR;4;800;4;1/640;15.1;4752x3168;70.0;105;1.5;APS-C;26.82;4.69;4.54626;--;DCB2;1;USM ON,2.01,273.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.32303;640x1024;98
29900.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/1000;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;AMaZE;0;USM ON,2.71,275.00;DENOISE ON,94.00,27.00;RESIZE ON_ALONE,BICUBIC,0.16151;512x720;95
30000.CR2;Canon;EOS 500D;2009;DSLR;10;100;10;1/100;15.1;4752x3168;23.0;34.5;1.5;APS-C;26.82;4.69;4.54626;--;IGV;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.32303;1024x720;95
30100.CR2;Canon;EOS 500D;2009;DSLR;5;320;5;1/60;15.1;4752x3168;44.0;66;1.5;APS-C;26.82;4.69;4.54626;--;AMaZE;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,1.09197;1024x512;95
30200.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/1000;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;IGV;1;USM ON,2.16,44.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.77062;640x512;90
30300.CR2;Canon;EOS 500D;2009;DSLR;4;100;4;1/500;15.1;4752x3168;70.0;105;1.5;APS-C;26.82;4.69;4.54626;--;Fast;1;USM ON,0.99,254.00;DENOISE ON,92.00,50.00;RESIZE CROP_ONLY,NONE,0.00000;720x640;96
30400.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/2000;15.1;4752x3168;260.0;390;1.5;APS-C;26.82;4.69;4.54626;--;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,NEAREST,0.20189;640x512;99
30500.CR2;Canon;EOS 500D;2009;DSLR;5.6;400;5.6;1/60;15.1;4752x3168;55.0;82.5;1.5;APS-C;26.82;4.69;4.54626;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,57.00,15.00;RESIZE ON_WITH_CROP,BICUBIC,1.00627;512x720;80
30600.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/800;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;AMaZE;1;USM ON,1.26,80.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.86303;1024x512;90
30700.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/400;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.91187;640x512;85
30800.CR2;Canon;EOS 500D;2009;DSLR;5.6;1600;5.6;1/125;15.1;4752x3168;300.0;450;1.5;APS-C;26.82;4.69;4.54626;--;IGV;1;USM ON,1.12,257.00;DENOISE ON,0.00,16.00;RESIZE ON_WITH_CROP,BICUBIC,1.11546;1024x720;85
30900.CR2;Canon;EOS 700D;2013;DSLR;14;100;14;1/200;17.9;5184x3456;35.0;52.5;1.5;APS-C;26.82;4.3;5.40833;--;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.20761;640x720;100
31000.CR2;Canon;EOS 700D;2013;DSLR;13;100;13;1/200;17.9;5184x3456;35.0;52.5;1.5;APS-C;26.82;4.3;5.40833;--;AMaZE;1;USM ON,0.62,210.00;DENOISE ON,4.00,25.00;RESIZE ON_ALONE,BICUBIC,0.20761;720x1024;90
31100.CR2;Canon;EOS 700D;2013;DSLR;10;100;10;1/200;17.9;5184x3456;35.0;52.5;1.5;APS-C;26.82;4.3;5.40833;--;Fast;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,0.68699;720x720;90
31200.CR2;Canon;EOS 700D;2013;DSLR;11;100;11;1/250;17.9;5184x3456;18.0;27;1.5;APS-C;26.82;4.3;5.40833;--;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.29527;1024x720;96
31300.CR2;Canon;EOS 700D;2013;DSLR;13;100;13;1/200;17.9;5184x3456;31.0;46.5;1.5;APS-C;26.82;4.3;5.40833;--;DCB2;0;USM OFF,0.00,0.00;DENOISE ON,81.00,52.00;RESIZE ON_ALONE,LANCZOS,0.14764;512x512;80
31400.CR2;Canon;EOS 700D;2013;DSLR;14;100;14;1/250;17.9;5184x3456;35.0;52.5;1.5;APS-C;26.82;4.3;5.40833;--;AMaZE;0;USM ON,1.01,262.00;DENOISE ON,17.00,1.00;RESIZE CROP_ONLY,NONE,0.00000;640x720;80
31500.DNG;Leica;M9;2009;DSLR;--;160;--;1/16;18.1;5216x3472;21.0;21;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;DCB2;1;USM ON,1.53,112.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,1.14477;720x720;99
31600.DNG;Leica;M9;2009;DSLR;--;640;--;1/180;18.1;5216x3472;21.0;21;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,1.23802;1024x640;75
31700.DNG;Leica;M9;2009;DSLR;--;1000;--;1/180;18.1;5216x3472;--;--;--;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;AMaZE;1;USM ON,0.55,310.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,NEAREST,0.14781;512x720;100
31800.DNG;Leica;M9;2009;DSLR;--;500;--;1/250;18.1;5216x3472;21.0;21;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;DCB2;0;USM ON,1.21,278.00;DENOISE ON,88.00,9.00;RESIZE ON_WITH_CROP,LANCZOS,1.12530;720x720;80
31900.DNG;Leica;M9;2009;DSLR;--;500;--;1/360;18.1;5216x3472;21.0;21;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;Fast;1;USM ON,0.30,191.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.40646;640x512;80
32000.DNG;Leica;M9;2009;DSLR;--;320;--;1/180;18.1;5216x3472;90.0;90;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,91.00,4.00;RESIZE CROP_ONLY,NONE,0.00000;720x512;81
32100.DNG;Leica;M9;2009;DSLR;--;160;--;1/750;18.1;5216x3472;21.0;21;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;AMaZE;1;USM ON,1.80,21.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,0.68144;512x1024;69
32200.DNG;Leica;M9;2009;DSLR;--;320;--;1/8;18.1;5216x3472;21.0;21;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;AMaZE;1;USM ON,0.92,254.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;512x512;99
32300.DNG;Leica;M9;2009;DSLR;--;640;--;1/500;18.1;5216x3472;21.0;21;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;Fast;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.79768;640x1024;100
32400.DNG;Leica;M9;2009;DSLR;--;640;--;1/750;18.1;5216x3472;21.0;21;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;Fast;0;USM OFF,0.00,0.00;DENOISE ON,58.00,57.00;RESIZE ON_WITH_CROP,BILINEAR,0.91427;640x1024;95
32500.DNG;Leica;M9;2009;DSLR;--;640;--;1/250;18.1;5216x3472;21.0;21;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,1.05473;1024x512;94
32600.DNG;Leica;M9;2009;DSLR;--;160;--;1/250;18.1;5216x3472;21.0;21;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;AMaZE;1;USM ON,1.62,15.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,NEAREST,0.20785;720x1024;95
32700.DNG;Leica;M9;2009;DSLR;--;160;--;1/125;18.1;5216x3472;21.0;21;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;DCB2;1;USM ON,0.61,132.00;DENOISE ON,21.00,4.00;RESIZE CROP_ONLY,NONE,0.00000;1024x512;85
